partition,node,degree centrality,closeness centrality,betweenness centrality,eigenvector centrality,harmonic centrality,total centrality score,average tweet similarity,follower to following ratio,individual_profile_similarity,density,diameter,average path length,clustering coefficient,network size,average profile similarity,network size ratio,total community influence score,total similarity score,total influence score,total value of user
19,andybwilson,0.000421585,0.000575747,0,1.95E-72,0.001075269,0.003226196,0.670152362,1.09E-05,0.02968128,0.4,0.166666667,0.294010889,0,4,0.248559329,0.00172043,0.001480736,0.351841955,0.00447451,0.265000094
41,monarekgobe1,0.000421585,0.024989105,0,0.000717391,0.057206194,0.12971757,0.458195626,8.89E-06,0,0.0168,0.333333333,0.385206191,0,118,0.359368684,0.050752688,0.037320458,0.30006531,0.158433403,0.264657333
20,toddlangwell,0.000421585,0.00181864,0,2.68E-49,0.003369176,0.008731555,0.253526629,1.23E-05,0.341926781,0.1,0.25,0.412002101,0,19,0.343252424,0.008172043,0.006227114,0.348008181,0.014198938,0.26455587
235,hurricane_smutt,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.475968844,6.70E-05,0.232097772,1,0.083333333,0.183756806,0,1,0.239013295,0.000430108,0.000544985,0.351322299,0.002209606,0.264044126
12,lorenzyus,0.000421585,0.002709344,0,1.64E-41,0.004731183,0.012238111,0.440977707,7.39E-06,0.205591997,0.0909,0.166666667,0.350808447,0,21,0.287382621,0.009032258,0.005495001,0.346126936,0.016825687,0.263801624
0,krisaintfunny,0.000421585,0.015508507,0,1.95E-07,0.030444444,0.072186595,0.443952464,9.37E-06,0.072765912,0.0192,0.333333333,0.381031196,0,103,0.346719102,0.044301075,0.032497697,0.318220038,0.099295274,0.263488847
14,7ensions,0.000421585,0.010094881,0,0.049238268,0.019426523,0.12325301,0.340229459,0.035132108,0,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.283998292,0.20175618,0.263437764
157,rubyanonuevo3,0.000421585,0.000575747,0,1.95E-72,0.001075269,0.003226196,0.629663941,2.00E-05,0.02968128,0.4,0.166666667,0.294010889,0,4,0.283729458,0.00172043,0.001480736,0.349737192,0.00448317,0.263423686
157,gelaybandola,0.000421585,0.000575747,0,1.95E-72,0.001075269,0.003226196,0.629663941,5.40E-06,0.02968128,0.4,0.166666667,0.294010889,0,4,0.283729458,0.00172043,0.001480736,0.349737192,0.004469287,0.263420216
168,rinoire,0.000421585,0.000699692,0,1.14E-68,0.001290323,0.00375388,0.512682265,4.08E-05,0.02968128,0.3333,0.166666667,0.306261343,0,5,0.399812107,0.002150538,0.001733824,0.349381394,0.00524338,0.263346891
31,karlafreak77,0.000421585,0.014141656,0,6.29E-09,0.027290323,0.065148984,0.377285797,3.47E-05,0.172191058,0.025,0.416666667,0.428862798,0,79,0.321150827,0.033978495,0.029579281,0.321065627,0.089876645,0.263268382
50,opaccount1,0.000421585,0.007620177,0,4.02E-19,0.01311828,0.032937577,0.513575,1.85E-06,0.02968128,0.0328,0.166666667,0.361488798,0,60,0.364948082,0.025806452,0.01447627,0.335936943,0.044970737,0.263195392
50,slimethecrazy,0.000421585,0.007620177,0,4.02E-19,0.01311828,0.032937577,0.513575,3.47E-07,0.02968128,0.0328,0.166666667,0.361488798,0,60,0.364948082,0.025806452,0.01447627,0.335936943,0.044969313,0.263195036
14,indiwho,0.000421585,0.010638713,0,0.037844364,0.020286738,0.107702866,0.37750801,0.000330495,0,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.298751621,0.154000717,0.262563895
14,gracieweikel,0.000421585,0.010638713,0,0.037844364,0.020286738,0.107702866,0.37750801,6.27E-06,0,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.298751621,0.153693212,0.262487019
298,matthewjoshuat1,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.668675532,2.65E-06,0.02968128,1,0.083333333,0.183756806,0,1,0.243371332,0.000430108,0.000544985,0.349204288,0.00214859,0.262440364
373,sanguine01chan,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.456105821,1.49E-05,0.174849266,1,0.083333333,0.183756806,0,1,0.310212969,0.000430108,0.000544985,0.348982628,0.002160189,0.262277018
43,vicktorr_,0.000421585,0.001733237,0,2.08E-52,0.003369176,0.008598618,0.606534909,3.20E-05,0.02968128,0.1111,0.333333333,0.470801751,0,17,0.294342618,0.007311828,0.006692041,0.34478392,0.014532522,0.262221071
43,strong_truth,0.000421585,0.001733237,0,2.08E-52,0.003369176,0.008598618,0.606534909,1.60E-05,0.02968128,0.1111,0.333333333,0.470801751,0,17,0.294342618,0.007311828,0.006692041,0.34478392,0.01451733,0.262217273
43,seyi_aduroja,0.000421585,0.001733237,0,2.08E-52,0.003369176,0.008598618,0.606534909,4.28E-06,0.02968128,0.1111,0.333333333,0.470801751,0,17,0.294342618,0.007311828,0.006692041,0.34478392,0.014506228,0.262214497
31,tamarrov,0.000421585,0.014141656,0,6.29E-09,0.027290323,0.065148984,0.377285797,2.83E-05,0.167060487,0.025,0.416666667,0.428862798,0,79,0.321150827,0.033978495,0.029579281,0.319035156,0.08987055,0.261744005
88,bermudezmangold,0.000421585,0.000699692,0,1.14E-68,0.001290323,0.00375388,0.587412881,6.11E-07,0.066831002,0.3333,0.166666667,0.306261343,0,5,0.282284212,0.002150538,0.001733824,0.347146321,0.005205262,0.261661056
22,mrsjnaidoogmai1,0.000421585,0.017318838,0,9.13E-09,0.032284633,0.077868679,0.479132816,4.50E-06,0.02968128,0.0909,0.333333333,0.396151036,0,21,0.362875642,0.009032258,0.007409923,0.321485946,0.080885581,0.261335854
12,azamjauhari_,0.000421585,0.002709344,0,1.64E-41,0.004731183,0.012238111,0.440977707,9.91E-06,0.197279362,0.0909,0.166666667,0.350808447,0,21,0.287382621,0.009032258,0.005495001,0.342837135,0.016828078,0.26133487
177,ozhomeschool,0.000421585,0.000699692,0,1.14E-68,0.001290323,0.00375388,0.33946678,8.95E-06,0.368812986,0.3333,0.166666667,0.306261343,0,5,0.226494484,0.002150538,0.001733824,0.346452221,0.005213172,0.261142458
1,takabo90962737,0.000421585,0.017898895,0,5.14E-08,0.034372509,0.082021631,0.364155318,6.97E-06,0.067287013,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.289435192,0.176015764,0.261080335
54,adwoa_single,0.000421585,0.000699692,0,1.14E-68,0.001290323,0.00375388,0.470959228,5.97E-05,0.128080845,0.3333,0.166666667,0.306261343,0,5,0.334861058,0.002150538,0.001733824,0.346106676,0.005261282,0.260895328
4,stonston,0.00084317,0.016264648,0.000206385,1.67E-09,0.031934096,0.076659573,0.488469503,9.12E-06,0,0.0259,1,1,0,84,0.329384593,0.036129032,0.073193806,0.300179996,0.142135062,0.260668762
25,vanessa_vash,0.000421585,0.001169296,0,1.87E-58,0.002850998,0.0069142,0.500949613,6.53E-05,0,0.0909,0.666666667,0.751732387,0,21,0.419718137,0.009032258,0.013632379,0.340869444,0.019549051,0.260539345
29,vorsche_g,0.000421585,0.00769037,0,8.35E-20,0.013405018,0.033493175,0.488138515,9.83E-06,0.049368232,0.0312,0.25,0.387748736,0,63,0.357517057,0.027096774,0.018126353,0.330720616,0.048967134,0.260282246
28,senyaelsiphael,0.000421585,0.002331774,0,1.21E-44,0.004086022,0.010646134,0.653940682,0.000107953,0,0.1053,0.166666667,0.34817079,0,18,0.269150196,0.007741935,0.004801064,0.341828419,0.014753022,0.26005957
28,drake_pr10,0.000421585,0.002331774,0,1.21E-44,0.004086022,0.010646134,0.653940682,3.12E-05,0,0.1053,0.166666667,0.34817079,0,18,0.269150196,0.007741935,0.004801064,0.341828419,0.014680262,0.26004138
28,anes60982088,0.000421585,0.002331774,0,1.21E-44,0.004086022,0.010646134,0.653940682,1.92E-05,0,0.1053,0.166666667,0.34817079,0,18,0.269150196,0.007741935,0.004801064,0.341828419,0.014668805,0.260038516
28,olang_moses,0.000421585,0.002331774,0,1.21E-44,0.004086022,0.010646134,0.653940682,1.69E-05,0,0.1053,0.166666667,0.34817079,0,18,0.269150196,0.007741935,0.004801064,0.341828419,0.01466666,0.260037979
28,osimmanueljrr50,0.000421585,0.002331774,0,1.21E-44,0.004086022,0.010646134,0.653940682,1.09E-05,0,0.1053,0.166666667,0.34817079,0,18,0.269150196,0.007741935,0.004801064,0.341828419,0.01466101,0.260036567
141,heyitsvane2000,0.000421585,0.000699692,0,1.14E-68,0.001290323,0.00375388,0.531769466,1.29E-06,0.02968128,0.3333,0.166666667,0.306261343,0,5,0.368526596,0.002150538,0.001733824,0.344553801,0.005205907,0.259716827
235,gnollz,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.445896327,5.48E-07,0.245928818,1,0.083333333,0.183756806,0,1,0.239013295,0.000430108,0.000544985,0.344894588,0.002146598,0.25920759
53,rajankdr,0.000421585,0.001074727,0,2.65E-60,0.001935484,0.005341911,0.505691547,1.37E-05,0.02968128,0.2222,0.166666667,0.326678766,0,8,0.390930403,0.00344086,0.002462092,0.343099737,0.007414564,0.259178444
158,claudiarhome,0.00084317,0.000503778,1.27E-07,4.43E-83,0.000860215,0.003435854,0.555864475,3.17E-07,0.02968128,0.6667,0.166666667,0.245009074,0,2,0.340920983,0.000860215,0.000927635,0.343164446,0.004138737,0.258408019
7,ulxxvii,0.000421585,0.001828529,0,1.20E-49,0.003225806,0.008523781,0.546358001,9.32E-05,0,0.1333,0.166666667,0.343012704,0,14,0.372987793,0.006021505,0.003871704,0.340346267,0.011844716,0.258220879
31,alllshuffle,0.000421585,0.014141656,0,6.29E-09,0.027290323,0.065148984,0.377285797,1.09E-05,0.154439942,0.025,0.416666667,0.428862798,0,79,0.321150827,0.033978495,0.029579281,0.314040459,0.089854079,0.257993864
10,56perumal,0.000421585,0.005731186,0,2.01E-25,0.009892473,0.024975919,0.559299705,1.70E-05,0.063407809,0.0435,0.166666667,0.359524185,0,45,0.276911544,0.019354839,0.011026275,0.332539231,0.034161853,0.257944886
4,aztiredude,0.00084317,0.016201252,0.000104568,1.57E-09,0.031147272,0.075177637,0.449203725,4.60E-06,0.02968128,0.0259,1,1,0,84,0.329384593,0.036129032,0.073193806,0.296386842,0.140725252,0.257471445
49,oldfordfocus,0.000421585,0.014578601,0,2.68E-10,0.028630914,0.067915877,0.438852074,1.95E-05,0.02968128,0.0476,0.5,0.666305166,0,41,0.386664997,0.017634409,0.0214065,0.314959328,0.08473503,0.257403253
282,montique47,0.000421585,0.000453401,0,4.35E-77,0.000860215,0.002701002,0.631512273,1.70E-05,0.02968128,0.5,0.166666667,0.275635209,0,3,0.26208773,0.001290323,0.001215873,0.341903773,0.003730975,0.257360574
282,petrameyerx,0.000421585,0.000453401,0,4.35E-77,0.000860215,0.002701002,0.631512273,9.93E-06,0.02968128,0.5,0.166666667,0.275635209,0,3,0.26208773,0.001290323,0.001215873,0.341903773,0.003724266,0.257358896
4,captainvoni,0.00084317,0.020486687,0.000207485,8.79E-08,0.038950752,0.094155496,0.433090143,1.31E-05,0.02968128,0.0259,1,1,0,84,0.329384593,0.036129032,0.073193806,0.290009744,0.158732626,0.257190465
178,peka6oc,0.000421585,0.000755668,0,7.23E-68,0.001433692,0.004064178,0.499045449,3.03E-07,0.02968128,0.2857,0.25,0.350012963,0,6,0.39132544,0.002580645,0.002285711,0.340625822,0.006022699,0.256975041
10,ksmsundaram1975,0.000421585,0.005731186,0,2.01E-25,0.009892473,0.024975919,0.559299705,5.84E-05,0.058452427,0.0435,0.166666667,0.359524185,0,45,0.276911544,0.019354839,0.011026275,0.330578093,0.034201176,0.256483864
19,deckmeeeeee,0.000421585,0.000575747,0,1.95E-72,0.001075269,0.003226196,0.670152362,2.87E-05,0,0.4,0.166666667,0.294010889,0,4,0.248559329,0.00172043,0.001480736,0.340095315,0.004491375,0.25619433
6,rosannadiputada,0.000421585,0.010264875,0,1.95E-12,0.017634409,0.044084073,0.430205569,2.03E-05,0.161731811,0.0244,0.166666667,0.363031738,0,81,0.27987764,0.03483871,0.019304073,0.321535527,0.060138856,0.256186359
11,mwachaemmanuel,0.000421585,0.001577045,0,1.18E-52,0.002795699,0.007462821,0.599898722,2.01E-05,0.02968128,0.1538,0.166666667,0.339243334,0,12,0.283961563,0.00516129,0.003404955,0.338049191,0.010326428,0.2561185
11,nyahundejames,0.000421585,0.001577045,0,1.18E-52,0.002795699,0.007462821,0.599898722,8.24E-06,0.02968128,0.1538,0.166666667,0.339243334,0,12,0.283961563,0.00516129,0.003404955,0.338049191,0.010315159,0.256115683
11,tondetsunga2,0.000421585,0.001577045,0,1.18E-52,0.002795699,0.007462821,0.599898722,3.15E-07,0.02968128,0.1538,0.166666667,0.339243334,0,12,0.283961563,0.00516129,0.003404955,0.338049191,0.01030764,0.256113803
307,mon_stev,0.00084317,0.000335852,0,1.65E-68,0.000645161,0.002839512,0.558038361,8.73E-06,0,0.6667,0.166666667,0.245009074,0,2,0.35880259,0.000860215,0.000927635,0.339354953,0.003581124,0.255411496
4,incentives101,0.002529511,0.018159558,0.000369298,1.69E-08,0.03552608,0.088078994,0.431805591,5.71E-05,0.02968128,0.0259,1,1,0,84,0.329384593,0.036129032,0.073193806,0.289501371,0.153011186,0.255378825
6,usiboy01,0.000421585,0.010264875,0,1.95E-12,0.017634409,0.044084073,0.430205569,5.54E-05,0.158390286,0.0244,0.166666667,0.363031738,0,81,0.27987764,0.03483871,0.019304073,0.320213088,0.060172188,0.255202863
46,iphone_robm,0.000421585,0.000755668,0,7.23E-68,0.001433692,0.004064178,0.548899064,9.23E-06,0.02968128,0.2857,0.25,0.350012963,0,6,0.335103827,0.002580645,0.002285711,0.338105628,0.006031164,0.255087012
210,pietvm1,0.000421585,0.000949428,0,9.75E-63,0.00172043,0.00481212,0.627290738,3.56E-06,0.02968128,0.25,0.166666667,0.32157441,0,7,0.256049926,0.003010753,0.002222661,0.337843546,0.006675366,0.255051501
210,jingchengwong,0.000421585,0.000949428,0,9.75E-63,0.00172043,0.00481212,0.627290738,7.13E-07,0.02968128,0.25,0.166666667,0.32157441,0,7,0.256049926,0.003010753,0.002222661,0.337843546,0.006672665,0.255050826
242,grit_001,0.000421585,0.000335852,0,3.13E-83,0.000645161,0.002183276,0.547200746,7.44E-06,0,0.6667,0.166666667,0.245009074,0,2,0.368604804,0.000860215,0.000927635,0.338945184,0.002957498,0.254948262
14,niccaaarzaga,0.000421585,0.007541045,0,0.004374784,0.013727599,0.040572622,0.311409167,1.10E-05,0.09288308,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.30935173,0.0900289,0.254521022
89,avamariajohn,0.000421585,0.003212775,0,1.45E-38,0.005663082,0.014472336,0.522664079,4.62E-05,0.02968128,0.0769,0.333333333,0.377984085,0,27,0.345559906,0.011612903,0.009153493,0.331860981,0.022451391,0.254508584
89,websterelizabet,0.000421585,0.003212775,0,1.45E-38,0.005663082,0.014472336,0.522664079,2.06E-05,0.02968128,0.0769,0.333333333,0.377984085,0,27,0.345559906,0.011612903,0.009153493,0.331860981,0.022427112,0.254502514
89,rogeral96535211,0.000421585,0.003212775,0,1.45E-38,0.005663082,0.014472336,0.522664079,6.75E-06,0.02968128,0.0769,0.333333333,0.377984085,0,27,0.345559906,0.011612903,0.009153493,0.331860981,0.022413949,0.254499223
89,roqetredflare,0.000421585,0.003212775,0,1.45E-38,0.005663082,0.014472336,0.522664079,5.09E-06,0.02968128,0.0769,0.333333333,0.377984085,0,27,0.345559906,0.011612903,0.009153493,0.331860981,0.02241238,0.254498831
4,christopherhta,0.000421585,0.016041462,0,1.55E-09,0.030001343,0.072326158,0.441381695,7.21E-06,0.02968128,0.0259,1,1,0,84,0.329384593,0.036129032,0.073193806,0.293291202,0.138023282,0.254474222
4,talhaisiddiqui1,0.000421585,0.016041462,0,1.55E-09,0.030001343,0.072326158,0.441381695,6.21E-06,0.02968128,0.0259,1,1,0,84,0.329384593,0.036129032,0.073193806,0.293291202,0.138022334,0.254473985
29,elajemapel,0.000421585,0.00769037,0,8.35E-20,0.013405018,0.033493175,0.488138515,7.59E-05,0.02968128,0.0312,0.25,0.387748736,0,63,0.357517057,0.027096774,0.018126353,0.322929324,0.049029788,0.25445444
29,thembamdawini,0.000421585,0.00769037,0,8.35E-20,0.013405018,0.033493175,0.488138515,2.49E-05,0.02968128,0.0312,0.25,0.387748736,0,63,0.357517057,0.027096774,0.018126353,0.322929324,0.048981468,0.25444236
29,lewisnzira,0.000421585,0.00769037,0,8.35E-20,0.013405018,0.033493175,0.488138515,1.81E-05,0.02968128,0.0312,0.25,0.387748736,0,63,0.357517057,0.027096774,0.018126353,0.322929324,0.048974957,0.254440732
29,innovellib,0.000421585,0.00769037,0,8.35E-20,0.013405018,0.033493175,0.488138515,9.50E-06,0.02968128,0.0312,0.25,0.387748736,0,63,0.357517057,0.027096774,0.018126353,0.322929324,0.048966816,0.254438697
29,muchengeti_zhou,0.000421585,0.00769037,0,8.35E-20,0.013405018,0.033493175,0.488138515,8.97E-06,0.02968128,0.0312,0.25,0.387748736,0,63,0.357517057,0.027096774,0.018126353,0.322929324,0.048966313,0.254438571
29,jamesjacha,0.000421585,0.00769037,0,8.35E-20,0.013405018,0.033493175,0.488138515,6.11E-06,0.02968128,0.0312,0.25,0.387748736,0,63,0.357517057,0.027096774,0.018126353,0.322929324,0.048963605,0.254437894
29,tafadzwasigauk1,0.000421585,0.00769037,0,8.35E-20,0.013405018,0.033493175,0.488138515,5.45E-06,0.02968128,0.0312,0.25,0.387748736,0,63,0.357517057,0.027096774,0.018126353,0.322929324,0.048962973,0.254437736
29,chris_patriarch,0.000421585,0.00769037,0,8.35E-20,0.013405018,0.033493175,0.488138515,5.04E-06,0.02968128,0.0312,0.25,0.387748736,0,63,0.357517057,0.027096774,0.018126353,0.322929324,0.048962585,0.254437639
29,rchagwiza,0.000421585,0.00769037,0,8.35E-20,0.013405018,0.033493175,0.488138515,4.82E-06,0.02968128,0.0312,0.25,0.387748736,0,63,0.357517057,0.027096774,0.018126353,0.322929324,0.048962379,0.254437588
29,tatendagutai,0.000421585,0.00769037,0,8.35E-20,0.013405018,0.033493175,0.488138515,1.36E-06,0.02968128,0.0312,0.25,0.387748736,0,63,0.357517057,0.027096774,0.018126353,0.322929324,0.048959097,0.254436767
29,benjaldoe,0.000421585,0.00769037,0,8.35E-20,0.013405018,0.033493175,0.488138515,7.94E-07,0.02968128,0.0312,0.25,0.387748736,0,63,0.357517057,0.027096774,0.018126353,0.322929324,0.04895856,0.254436633
50,sludgepuppies,0.000421585,0.007620177,0,4.02E-19,0.01311828,0.032937577,0.513575,1.54E-05,0,0.0328,0.166666667,0.361488798,0,60,0.364948082,0.025806452,0.01447627,0.324190304,0.044983555,0.254388616
50,adahn6,0.000421585,0.007620177,0,4.02E-19,0.01311828,0.032937577,0.513575,1.19E-06,0,0.0328,0.166666667,0.361488798,0,60,0.364948082,0.025806452,0.01447627,0.324190304,0.044970116,0.254385257
192,william78945500,0.000421585,0.001577045,0,1.18E-52,0.002795699,0.007462821,0.617581981,3.76E-05,0.02968128,0.1538,0.166666667,0.339243334,0,12,0.259336124,0.00516129,0.003404955,0.335301759,0.010342979,0.254062064
192,outoppie2713,0.000421585,0.001577045,0,1.18E-52,0.002795699,0.007462821,0.617581981,3.02E-05,0.02968128,0.1538,0.166666667,0.339243334,0,12,0.259336124,0.00516129,0.003404955,0.335301759,0.010336025,0.254060326
192,deadcow48,0.000421585,0.001577045,0,1.18E-52,0.002795699,0.007462821,0.617581981,9.77E-06,0.02968128,0.1538,0.166666667,0.339243334,0,12,0.259336124,0.00516129,0.003404955,0.335301759,0.010316606,0.254055471
192,marcovick,0.000421585,0.001577045,0,1.18E-52,0.002795699,0.007462821,0.617581981,6.90E-06,0.02968128,0.1538,0.166666667,0.339243334,0,12,0.259336124,0.00516129,0.003404955,0.335301759,0.010313883,0.25405479
30,m2quare_,0.000421585,0.001577045,0,1.18E-52,0.002795699,0.007462821,0.63270072,3.73E-06,0.02968128,0.1538,0.166666667,0.339243334,0,12,0.243735172,0.00516129,0.003404955,0.335110919,0.010310876,0.253910908
285,lafcadio_hearn4,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.327840276,6.23E-06,0.241035032,1,0.083333333,0.183756806,0,1,0.343606197,0.000430108,0.000544985,0.337629663,0.002151987,0.253760244
175,dagon57r,0.000421585,0.000335852,0,3.13E-83,0.000645161,0.002183276,0.602235739,0.02399044,0.02968128,0.6667,0.166666667,0.245009074,0,2,0.260577247,0.000860215,0.000927635,0.329719528,0.025703863,0.253715612
31,arcalaus28,0.000421585,0.014141656,0,6.29E-09,0.027290323,0.065148984,0.377285797,1.72E-05,0.139207981,0.025,0.416666667,0.428862798,0,79,0.321150827,0.033978495,0.029579281,0.308012271,0.08986007,0.253474221
31,tatannomas,0.000421585,0.014141656,0,6.29E-09,0.027290323,0.065148984,0.377285797,1.73E-06,0.13899489,0.025,0.416666667,0.428862798,0,79,0.321150827,0.033978495,0.029579281,0.307927938,0.089845364,0.253407295
188,davwain1,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.585413867,7.69E-05,0.02968128,1,0.083333333,0.183756806,0,1,0.293250198,0.000430108,0.000544985,0.335992739,0.002218997,0.252549304
23,drhussein_ismal,0.000421585,0.005973634,0,6.60E-25,0.011111111,0.027250236,0.515326568,6.80E-06,0.02968128,0.0345,0.333333333,0.483681707,0,57,0.325379902,0.024516129,0.020875853,0.320970672,0.045650953,0.252140742
23,rickysn1per,0.000421585,0.005973634,0,6.60E-25,0.011111111,0.027250236,0.515326568,6.62E-06,0.02968128,0.0345,0.333333333,0.483681707,0,57,0.325379902,0.024516129,0.020875853,0.320970672,0.045650781,0.252140699
23,cgisenyi,0.000421585,0.005973634,0,6.60E-25,0.011111111,0.027250236,0.515326568,8.28E-07,0.02968128,0.0345,0.333333333,0.483681707,0,57,0.325379902,0.024516129,0.020875853,0.320970672,0.045645286,0.252139325
31,not_cutillas,0.000421585,0.014141656,0,6.29E-09,0.027290323,0.065148984,0.377285797,2.32E-06,0.134359126,0.025,0.416666667,0.428862798,0,79,0.321150827,0.033978495,0.029579281,0.306093292,0.08984592,0.252031449
124,bobbrace2,0.000421585,0.000335852,0,3.13E-83,0.000645161,0.002183276,0.569262991,2.27E-05,0.02968128,0.6667,0.166666667,0.245009074,0,2,0.306542314,0.000860215,0.000927635,0.334861358,0.002971975,0.251889012
6,rosannafreedom1,0.000421585,0.010264875,0,1.95E-12,0.017634409,0.044084073,0.430205569,1.91E-05,0.144669039,0.0244,0.166666667,0.363031738,0,81,0.27987764,0.03483871,0.019304073,0.314782778,0.060137727,0.251121515
192,oldiinvest,0.000421585,0.001577045,0,1.18E-52,0.002795699,0.007462821,0.617581981,1.49E-05,0.018675805,0.1538,0.166666667,0.339243334,0,12,0.259336124,0.00516129,0.003404955,0.330946241,0.010321454,0.250790044
0,praveen49509926,0.000421585,0.015508507,0,1.95E-07,0.030444444,0.072186595,0.443952464,9.86E-06,0.02968128,0.0192,0.333333333,0.381031196,0,103,0.346719102,0.044301075,0.032497697,0.301168899,0.099295737,0.250700608
0,chase519,0.000421585,0.015508507,0,1.95E-07,0.030444444,0.072186595,0.443952464,8.56E-06,0.02968128,0.0192,0.333333333,0.381031196,0,103,0.346719102,0.044301075,0.032497697,0.301168899,0.09929451,0.250700302
0,puma_kamarullah,0.000421585,0.015508507,0,1.95E-07,0.030444444,0.072186595,0.443952464,8.08E-06,0.02968128,0.0192,0.333333333,0.381031196,0,103,0.346719102,0.044301075,0.032497697,0.301168899,0.099294048,0.250700186
0,joey_sd24,0.000421585,0.015508507,0,1.95E-07,0.030444444,0.072186595,0.443952464,7.63E-06,0.02968128,0.0192,0.333333333,0.381031196,0,103,0.346719102,0.044301075,0.032497697,0.301168899,0.099293621,0.250700079
0,virtuadefender,0.000421585,0.015508507,0,1.95E-07,0.030444444,0.072186595,0.443952464,6.62E-06,0.02968128,0.0192,0.333333333,0.381031196,0,103,0.346719102,0.044301075,0.032497697,0.301168899,0.099292667,0.250699841
0,ryanbuchmann1,0.000421585,0.015508507,0,1.95E-07,0.030444444,0.072186595,0.443952464,5.15E-06,0.02968128,0.0192,0.333333333,0.381031196,0,103,0.346719102,0.044301075,0.032497697,0.301168899,0.099291268,0.250699491
0,brewer7trey,0.000421585,0.015508507,0,1.95E-07,0.030444444,0.072186595,0.443952464,5.10E-06,0.02968128,0.0192,0.333333333,0.381031196,0,103,0.346719102,0.044301075,0.032497697,0.301168899,0.099291225,0.25069948
0,jpfragosoneto,0.000421585,0.015508507,0,1.95E-07,0.030444444,0.072186595,0.443952464,4.32E-06,0.02968128,0.0192,0.333333333,0.381031196,0,103,0.346719102,0.044301075,0.032497697,0.301168899,0.099290482,0.250699294
0,itzthatguy13,0.000421585,0.015508507,0,1.95E-07,0.030444444,0.072186595,0.443952464,2.31E-06,0.02968128,0.0192,0.333333333,0.381031196,0,103,0.346719102,0.044301075,0.032497697,0.301168899,0.099288578,0.250698818
0,whorchata420,0.000421585,0.015508507,0,1.95E-07,0.030444444,0.072186595,0.443952464,4.20E-09,0.02968128,0.0192,0.333333333,0.381031196,0,103,0.346719102,0.044301075,0.032497697,0.301168899,0.099286391,0.250698272
88,pht13483846,0.000421585,0.000699692,0,1.14E-68,0.001290323,0.00375388,0.587412881,2.14E-07,0.02968128,0.3333,0.166666667,0.306261343,0,5,0.282284212,0.002150538,0.001733824,0.332443977,0.005204886,0.250634204
182,nowseed,0.000421585,0.000453401,0,4.35E-77,0.000860215,0.002701002,0.498750827,0.000255371,0.213617004,0.5,0.166666667,0.275635209,0,3,0.187746781,0.001290323,0.001215873,0.33273535,0.003957054,0.250540776
20,yuggy52,0.000421585,0.00181864,0,2.68E-49,0.003369176,0.008731555,0.253526629,1.70E-05,0.29365327,0.1,0.25,0.412002101,0,19,0.343252424,0.008172043,0.006227114,0.328903496,0.014203415,0.250228476
182,darkavm,0.001264755,0.000755668,3.81E-07,7.53E-77,0.001290323,0.005154077,0.524152962,0.000137827,0.185267549,0.5,0.166666667,0.275635209,0,3,0.187746781,0.001290323,0.001215873,0.331568921,0.006172158,0.250219731
249,t_wiper74,0.000421585,0.000699692,0,1.14E-68,0.001290323,0.00375388,0.433026562,1.09E-05,0.249383381,0.3333,0.166666667,0.306261343,0,5,0.214034114,0.002150538,0.001733824,0.331282695,0.005214994,0.249765769
6,mawy9bpa5cape0x,0.000421585,0.010264875,0,1.95E-12,0.017634409,0.044084073,0.430205569,1.63E-05,0.137746781,0.0244,0.166666667,0.363031738,0,81,0.27987764,0.03483871,0.019304073,0.312043231,0.060135076,0.249066192
12,dankomomes,0.000421585,0.002709344,0,1.64E-41,0.004731183,0.012238111,0.440977707,4.69E-06,0.15536633,0.0909,0.166666667,0.350808447,0,21,0.287382621,0.009032258,0.005495001,0.326249667,0.016823124,0.248893031
21,pierrebrowne,0.000421585,0.009573403,0,2.74E-13,0.016594982,0.041389768,0.338869303,4.40E-05,0.181366446,0.0256,0.333333333,0.376447509,0,77,0.325091237,0.03311828,0.024354548,0.311052644,0.062396015,0.248888487
6,drnaziafayaz,0.000421585,0.010264875,0,1.95E-12,0.017634409,0.044084073,0.430205569,1.43E-05,0.136870851,0.0244,0.166666667,0.363031738,0,81,0.27987764,0.03483871,0.019304073,0.311696574,0.060133168,0.248805722
96,quidpr,0.000421585,0.000453401,0,4.35E-77,0.000860215,0.002701002,0.594025991,1.99E-06,0.02968128,0.5,0.166666667,0.275635209,0,3,0.269087061,0.001290323,0.001215873,0.329838282,0.003716739,0.248307897
